subjectId;levelId;kesId;parentKesId;subjectName;uoName;kesName
1;1;37699;;Русский язык;НОО;
1;1;37700;37699;Русский язык;НОО;Виды речевой деятельности
1;1;37701;37700;Русский язык;НОО;Слушание
1;1;37702;37701;Русский язык;НОО;Цели и ситуации устного общения
1;1;37703;37702;Русский язык;НОО;Восприятие звучащей речи
1;1;37704;37702;Русский язык;НОО;Понимание на слух информации, содержащейся в тексте
1;1;37705;37702;Русский язык;НОО;Определение основной мысли текста, передача текста по вопросам
1;1;37706;37700;Русский язык;НОО;Говорение
1;1;37707;37706;Русский язык;НОО;Языковые средства
1;1;37708;37707;Русский язык;НОО;Диалогическая форма речи (практическое овладение)
1;1;37709;37707;Русский язык;НОО;Монологическая форма речи ( в соотвествии с учебной задачей)
1;1;37710;37707;Русский язык;НОО;Нормы речевого этикета
1;1;37711;37700;Русский язык;НОО;Чтение
1;1;37712;37711;Русский язык;НОО;Учебный текст
1;1;37713;37712;Русский язык;НОО;Выборочное чтение
1;1;37714;37712;Русский язык;НОО;Нахождение в тексте информации, заданной в явном виде
1;1;37715;37712;Русский язык;НОО;Формулирование простых выводов на основе информации в тексте
1;1;37716;37712;Русский язык;НОО;Интерпретация и обобщение содержащейся в тексте информации
1;1;37717;37712;Русский язык;НОО;Анализ и оценка содержания, языковых особенностей и структуры текста
1;1;37718;37700;Русский язык;НОО;Письмо
1;1;37719;37718;Русский язык;НОО;Письмо букв, буквосочетаний, слогов, слов, предложений
1;1;37720;37719;Русский язык;НОО;Разборчивое, аккуратное письмо с учетом гигиенических требований
1;1;37721;37719;Русский язык;НОО;Списывание, письмо под диктовку в соответствии с изученными правилами.
1;1;37722;37719;Русский язык;НОО;Письменное изложение содержания прослушанного и прочитанного текста (подробное, выборочное).
1;1;37723;37719;Русский язык;НОО;Создание небольших собственных текстов (сочинений)
1;1;37724;37699;Русский язык;НОО;Обучение грамоте
1;1;37725;37724;Русский язык;НОО;Фонетика.
1;1;37726;37725;Русский язык;НОО;Звуки речи
1;1;37727;37726;Русский язык;НОО;Установление числа и последовательности звуков в слове
1;1;37728;37726;Русский язык;НОО;Сопоставление слов, различающихся одним или несколькими звуками
1;1;37729;37725;Русский язык;НОО;Различение гласных и согласных звуков, гласных ударных и безударных, согласных твердых и мягких, звонких и глухих
1;1;37730;37729;Русский язык;НОО;Звуки гласные. Понятие. Образование.
1;1;37731;37729;Русский язык;НОО;Звуки согласные. Понятие. Образование.
1;1;37732;37729;Русский язык;НОО;Звуки ударные и безударные
1;1;37733;37729;Русский язык;НОО;Мягкие  согласные звуки
1;1;37736;37729;Русский язык;НОО;Звонкие согласные звуки
1;1;37737;37729;Русский язык;НОО;Глухие согласные звуки
1;1;37740;37725;Русский язык;НОО;Слог как минимальная произносительная единица
1;1;37741;37740;Русский язык;НОО;Понятие слога
1;1;37742;37740;Русский язык;НОО;Деление слов на слоги
1;1;37743;37740;Русский язык;НОО;Определение места ударения
1;1;37744;37724;Русский язык;НОО;Графика
1;1;37745;37744;Русский язык;НОО;Различение звука и буквы: буква как знак звука
1;1;37746;37745;Русский язык;НОО;Овладение позиционным способом обозначения звуков буквами
1;1;37747;37745;Русский язык;НОО;Буквы е, ё, ю, я,и-показатели мягкости согласных
1;1;37748;37745;Русский язык;НОО;Буквы о,а, у, э, ы -показатели твердости согласных
1;1;37749;37745;Русский язык;НОО;Буква Ь как показатель мягкости согласного звука
1;1;37750;37745;Русский язык;НОО;Функции букв я, е, ё, ю.
1;1;37754;37724;Русский язык;НОО;Чтение.
1;1;37755;37754;Русский язык;НОО;Формирование навыка слогового чтения
1;1;37756;37755;Русский язык;НОО;Плавное слоговое чтение
1;1;37757;37755;Русский язык;НОО;Чтение целыми словами
1;1;37758;37755;Русский язык;НОО;Осознанное чтение слов, словосочетаний, предложений, коротких текстов с интонациями и в соответствии со знаками препинания
1;1;37759;37755;Русский язык;НОО;Орфоэпическое чтение при переходе к чтению целыми словами
1;1;37760;37755;Русский язык;НОО;Орфографическое чтение как средство самоконтроля при письме под диктовку и при списывании
1;1;37761;37724;Русский язык;НОО;Письмо
1;1;37762;37761;Русский язык;НОО;Начертание букв
1;1;37763;37762;Русский язык;НОО;Гигиенические требования при письме.
1;1;37764;37762;Русский язык;НОО;Письменные прописные(заглавные) и строчные буквы
1;1;37765;37762;Русский язык;НОО;Письмо букв, буквосочетаний, слогов, слов, предложений
1;1;37766;37762;Русский язык;НОО;Разборчивое и аккуратное письмо
1;1;37767;37762;Русский язык;НОО;Письмо под диктовку слов и предложений, написание которых не расходится с их произношением.
1;1;37768;37762;Русский язык;НОО;Усвоение приемов и последовательности правильного списывания текста.
1;1;37769;37761;Русский язык;НОО;Небуквенные графические средства
1;1;37771;37699;Русский язык;НОО;Развитие речи
1;1;37772;37771;Русский язык;НОО;Устная и письменная речь
1;1;37778;37772;Русский язык;НОО;Диалогическая форма речи
1;1;37779;37778;Русский язык;НОО;Выражение собственного мнения, его аргументация
1;1;37780;37778;Русский язык;НОО;Овладение основными умениями ведения разговора (начать, поддержать, закончить разговор, привлечь внимание и т. п.).
1;1;37781;37778;Русский язык;НОО;Приветствие, прощание, извинение, благодарность, обращение с просьбой
1;1;37782;37778;Русский язык;НОО;Особенности речевого этикета в условиях общения с людьми, плохо владеющими русским языком
1;1;37783;37772;Русский язык;НОО;Устные монологические высказывания на определенную тему
1;1;37784;37783;Русский язык;НОО;Тип речи- описание
1;1;37785;37772;Русский язык;НОО;Текст
1;1;37786;37785;Русский язык;НОО;Признаки текста
1;1;37787;37785;Русский язык;НОО;Смысловое единство предложений в тексте
1;1;37788;37785;Русский язык;НОО;Заглавие текста
1;1;37789;37785;Русский язык;НОО;Последовательность предложений в тексте
1;1;37790;37785;Русский язык;НОО;Последовательность частей текста (абзацев)
1;1;37791;37785;Русский язык;НОО;Комплексная работа над структурой текста: озаглавливание, корректирование порядка предложений и частей текста (абзацев
1;1;37792;37785;Русский язык;НОО;План текста. Составление планов к данным текстам
1;1;37793;37785;Русский язык;НОО;Создание собственных текстов по предложенным планам
1;1;37794;37785;Русский язык;НОО;Типы текстов: описание, повествование, рассуждение, их особенности
1;1;37795;37785;Русский язык;НОО;Жанры письма и поздравления
1;1;37796;37785;Русский язык;НОО;Создание собственных текстов
1;1;37798;37772;Русский язык;НОО;Изложения
1;1;37799;37798;Русский язык;НОО;изложения подробные
1;1;37800;37798;Русский язык;НОО;изложения с элементами сочинения
1;1;37801;37772;Русский язык;НОО;Сочинения
1;1;37802;37801;Русский язык;НОО;сочинения‑повествования
1;1;37803;37801;Русский язык;НОО;сочинения‑описания
1;1;37804;37801;Русский язык;НОО;сочинения‑рассуждения
1;1;37805;37699;Русский язык;НОО;Фонетика и орфоэпия
1;1;37806;37805;Русский язык;НОО;Фонетика и орфоэпия
1;1;37807;37806;Русский язык;НОО;Различение гласных и согласных звуков
1;1;37808;37807;Русский язык;НОО;Звуки гласные.  Понятие. Образование.
1;1;37809;37806;Русский язык;НОО;Нахождение в слове ударных и безударных гласных звуков
1;1;37810;37809;Русский язык;НОО;Звуки гласные ударные
1;1;37811;37806;Русский язык;НОО;Различение мягких и твердых согласных звуков
1;1;37812;37811;Русский язык;НОО;Мягкие  согласные звуки.
1;1;37813;37811;Русский язык;НОО;Парные согласные звуки по мягкости/твердости
1;1;37814;37811;Русский язык;НОО;Непарные согласные звуки  по мягкости/твердости
1;1;37815;37811;Русский язык;НОО;Звонкие согласные звуки
1;1;37816;37811;Русский язык;НОО;Глухие согласные звуки
1;1;37817;37811;Русский язык;НОО;Парные согласные звуки по звонкости/глухости
1;1;37818;37811;Русский язык;НОО;Непарные согласные  по звонкости/глухости
1;1;37819;37806;Русский язык;НОО;Деление слов на слоги
1;1;37821;37806;Русский язык;НОО;Ударение
1;1;37823;37806;Русский язык;НОО;Фонетический разбор слова
1;1;37825;37699;Русский язык;НОО;Графика
1;1;37829;37825;Русский язык;НОО;Обозначение на письме звуков.
1;1;37830;37829;Русский язык;НОО;Обозначение на письме согласных звуков.
1;1;37831;37830;Русский язык;НОО;Обозначение на письме твердости и мягкости согласных звуков
1;1;37832;37830;Русский язык;НОО;Использование на письме разделительных Ъ и Ь
1;1;37833;37829;Русский язык;НОО;Соотношения звукового и буквенного состава слов
1;1;37834;37833;Русский язык;НОО;Установление соотношения звукового и буквенного состава слова в словах типа стол, конь
1;1;37835;37833;Русский язык;НОО;Установление соотношения звукового и буквенного состава слова в словах с йотированными гласными: е,е, ю, я
1;1;37836;37833;Русский язык;НОО;Установление соотношения звукового и буквенного состава слова в словах с непроизносимыми согласными
1;1;37837;37829;Русский язык;НОО;Небуквенные графические средства
1;1;37839;37829;Русский язык;НОО;Алфавит
1;1;37840;37839;Русский язык;НОО;Правильное название букв, знание их последовательности.
1;1;37841;37839;Русский язык;НОО;Использование алфавита при работе со словарями, справочниками, каталогами.
1;1;37842;37699;Русский язык;НОО;Лексика
1;1;37843;37842;Русский язык;НОО;Понимание слова как единства звучания и значения
1;1;37844;37843;Русский язык;НОО;Выявление слов, значение которых требует уточнения.
1;1;37849;37699;Русский язык;НОО;Состав слова (морфемика)
1;1;37850;37849;Русский язык;НОО;Части слова
1;1;37851;37850;Русский язык;НОО;Родственные (однокоренные) слова
1;1;37852;37851;Русский язык;НОО;Однокоренные слова и формы слова
1;1;37853;37851;Русский язык;НОО;Различение однокоренных слов и синонимов, однокоренных слов и слов с омонимичными корнями
1;1;37854;37851;Русский язык;НОО;Выделение в словах с однозначно выделяемыми морфемами окончания, корня, приставки, суффикса
1;1;37855;37851;Русский язык;НОО;Изменяемые и неизменяемые слова
1;1;37860;37699;Русский язык;НОО;Морфология
1;1;37861;37860;Русский язык;НОО;Части речи
1;1;37862;37861;Русский язык;НОО;Части речи
1;1;37863;37862;Русский язык;НОО;самостоятельные части речи
1;1;37864;37861;Русский язык;НОО;Имя существительное
1;1;37865;37864;Русский язык;НОО;значение и употребление в речи
1;1;37866;37864;Русский язык;НОО;имена собственные
1;1;37867;37864;Русский язык;НОО;"вопросы ""кто?"" и ""что?"""
1;1;37868;37864;Русский язык;НОО;Мужской род им. сущ.
1;1;37869;37864;Русский язык;НОО;число (единственное и множественное)
1;1;37870;37864;Русский язык;НОО;Именительный падеж им. сущ.
1;1;37871;37864;Русский язык;НОО;1 склонение им. сущ.
1;1;37876;37861;Русский язык;НОО;Имя прилагательное
1;1;37877;37876;Русский язык;НОО;понятие
1;1;37878;37876;Русский язык;НОО;значение и употребление в речи
1;1;37879;37876;Русский язык;НОО;мужской род им. прил.
1;1;37880;37876;Русский язык;НОО;число (единственное и множественное)
1;1;37881;37876;Русский язык;НОО;изменение им. прил. по падежам
1;1;37884;37861;Русский язык;НОО;Местоимение
1;1;37885;37884;Русский язык;НОО;Общее представление о местоимении
1;1;37892;37861;Русский язык;НОО;Глагол
1;1;37893;37892;Русский язык;НОО;значение и употребление в речи
1;1;37894;37892;Русский язык;НОО;понятие
1;1;37895;37892;Русский язык;НОО;неопределенная форма глагола
1;1;37896;37892;Русский язык;НОО;"вопросы  ""что делать?"" и ""что сделать?"""
1;1;37897;37892;Русский язык;НОО;настоящее время глаголов
1;1;37898;37892;Русский язык;НОО;глаголы прошедшего  вр. (изменение по родам и числам)
1;1;37899;37892;Русский язык;НОО;I и II спряжения глаголов
1;1;37902;37861;Русский язык;НОО;Наречие. Значение и употребление в речи.
1;1;37906;37861;Русский язык;НОО;Предлог
1;1;37907;37906;Русский язык;НОО;Отличие предлогов от приставок
1;1;37908;37906;Русский язык;НОО;Знакомство с наиболее употребительными предлогами.
1;1;37911;37861;Русский язык;НОО;Союзы И, А, НО
1;1;37915;37861;Русский язык;НОО;Частица НЕ, ее значение
1;1;37919;37699;Русский язык;НОО;Синтаксис
1;1;37920;37919;Русский язык;НОО;Предложение,  словосочетание,  слово
1;1;37939;37699;Русский язык;НОО;Орфография и пунктуация
1;1;37940;37939;Русский язык;НОО;Формирование орфографической зоркости
1;1;53218;37807;Русский язык;НОО;Звуки согласные. Понятие. Образование.
1;1;53255;37809;Русский язык;НОО;Звуки гласные безударные
1;1;53258;37811;Русский язык;НОО;Твердые согласные звуки
1;1;53266;37807;Русский язык;НОО;Качественная характеристика звука: гласный-согласный
1;1;53267;37809;Русский язык;НОО;Качественная характеристика звука: ударный-безударный
1;1;53268;37811;Русский язык;НОО;Качественная характеристика звука: согласный твердый-мягкий
1;1;53270;37811;Русский язык;НОО;Качественная характеристика звука: согласный парный-непарный по твердости-мягкости
1;1;53271;37811;Русский язык;НОО;Качественная характеристика звука: согласный звонкий-глухой
1;1;53272;37811;Русский язык;НОО;Качественная характеристика звука: согласный парный-непарный по звонкости-глухости
1;1;53348;37843;Русский язык;НОО;Определение значения слова по тексту
1;1;53352;37843;Русский язык;НОО;Уточнение значения слова по толковому словарю
1;1;53355;37843;Русский язык;НОО;Однозначные и многозначные слова
1;1;53357;37843;Русский язык;НОО;Прямое и переносное значение
1;1;53365;37843;Русский язык;НОО;Синонимы и антонимы в речи
1;1;53372;37862;Русский язык;НОО;служебные части речи
1;1;53381;37864;Русский язык;НОО;падежные и смысловые вопросы им. сущ.
1;1;53384;37864;Русский язык;НОО;морфологический разбор им. сущ.
1;1;53392;37864;Русский язык;НОО;понятие им. сущ.
1;1;53396;37876;Русский язык;НОО;морфологический разбор им. прил.
1;1;53404;37884;Русский язык;НОО;Личные местоимения 1, 2, 3 -го лица ед.ч.
1;1;53409;37884;Русский язык;НОО;Личные местоимения 1, 2, 3 -го лица мн.ч.
1;1;53414;37884;Русский язык;НОО;Склонение личных местоимений
1;1;53419;37892;Русский язык;НОО;прошедшее время глаголов
1;1;53422;37892;Русский язык;НОО;будущее время глаголов
1;1;53430;37892;Русский язык;НОО;морфологический разбор глаголов
1;1;53707;37920;Русский язык;НОО;Предложения по цели высказывания
1;1;53708;53707;Русский язык;НОО;повествовательные предложения
1;1;53711;53707;Русский язык;НОО;побудительные предложения
1;1;53712;53707;Русский язык;НОО;вопросительные предложения
1;1;53717;37920;Русский язык;НОО;Предложения по эмоциональной окраске
1;1;53718;53717;Русский язык;НОО;восклицательные предложения
1;1;53719;53717;Русский язык;НОО;невосклицательные предложения
1;1;53720;37920;Русский язык;НОО;Главные члены предложения
1;1;53721;53720;Русский язык;НОО;сказуемое-главный член предложения
1;1;53722;53720;Русский язык;НОО;подлежащее- главный член предложения
1;1;53725;37920;Русский язык;НОО;Главные и второстепенные члены предложения
1;1;53726;53725;Русский язык;НОО;главные члены предложения
1;1;53727;53725;Русский язык;НОО;второстепенные члены предложения
1;1;53732;53725;Русский язык;НОО;смысловые вопросы между словами в предложении
1;1;53734;37920;Русский язык;НОО;Предложения с однородными членами
1;1;53735;53734;Русский язык;НОО;Предложения с однородными членами без союзов
1;1;53736;53734;Русский язык;НОО;Предложения с однородными членами с союзами И, А, НО
1;1;53738;53734;Русский язык;НОО;Интонация перечисления
1;1;53740;53734;Русский язык;НОО;Простые и сложные предложения
1;1;54124;37940;Русский язык;НОО;Правила правописания
1;1;54140;54124;Русский язык;НОО;Сочетание жи-ши в положении под ударением
1;1;54144;54124;Русский язык;НОО;Сочетание ча-ща в положении под ударением
1;1;54146;54124;Русский язык;НОО;Сочетание чу-щу в положении под ударением
1;1;54148;54124;Русский язык;НОО;сочетание чк-чн
1;1;54152;54124;Русский язык;НОО;Сочетание чт, щн
1;1;54155;54124;Русский язык;НОО;Перенос слов
1;1;54156;54124;Русский язык;НОО;Прописная буква в начале предложения
1;1;54159;54124;Русский язык;НОО;Прописная буква в именах собственных
1;1;54162;54124;Русский язык;НОО;Проверяемые безударные гласные в корне слова
1;1;54166;54124;Русский язык;НОО;Парные звонкие и глухие согласные в корне слова
1;1;54167;54124;Русский язык;НОО;Непроизносимые согласные
1;1;54168;54124;Русский язык;НОО;Непроверяемые гласные и согласные в корне слова
1;1;54170;54124;Русский язык;НОО;Гласные и согласные в неизменяемых на письме приставках
1;1;54171;54124;Русский язык;НОО;Разделительные Ъ и Ь
1;1;54175;54124;Русский язык;НОО;Мягкий знак после щипящих на конце имен существительных
1;1;54177;54124;Русский язык;НОО;Безударные падежные окончания имен существительных
1;1;54180;54124;Русский язык;НОО;Безударные падежные окончания имен прилагательных
1;1;54181;54124;Русский язык;НОО;Раздельное написание предлогов с личными местоимениями
1;1;54183;54124;Русский язык;НОО;Частица НЕ с глаголами
1;1;54185;54124;Русский язык;НОО;Мягкий знак после щипящих на конце глаголов в форме 2-го лица ед.ч.
1;1;54190;54124;Русский язык;НОО;Безударные личные окончания глаголов
1;1;54191;54124;Русский язык;НОО;Раздельное написание предлогов с другими словами
1;1;54192;54124;Русский язык;НОО;Знаки препинания в конце предложения
1;1;54194;54124;Русский язык;НОО;Знаки препинания( запятая) в предложениях с однородными членами
1;1;54196;54124;Русский язык;НОО;Мягкий знак в глаголах в сочетании -ться
1;1;54219;37783;Русский язык;НОО;Тип речи- повествование
1;1;54221;37783;Русский язык;НОО;Тип речи- рассуждение
1;1;54227;37707;Русский язык;НОО;Орфоэпические нормы и правильная интонация
1;1;54241;37729;Русский язык;НОО;Твердые согласные звуки
1;1;54245;37745;Русский язык;НОО;Алфавит-последовательность букв
1;1;54253;37769;Русский язык;НОО;Пробел
1;1;54255;37769;Русский язык;НОО;Знак переноса
1;1;54259;37762;Русский язык;НОО;Развитие мелкой моторики
1;1;54260;37762;Русский язык;НОО;Ориентация на пространстве листа тетради
1;1;54261;37762;Русский язык;НОО;Ориентация на пространстве классной доски
1;1;54262;37724;Русский язык;НОО;Слово и предложение
1;1;54268;54262;Русский язык;НОО;Анализ слова
1;1;54269;54262;Русский язык;НОО;Значение слова
1;1;54270;54262;Русский язык;НОО;Различение слова и предложения
1;1;54271;54262;Русский язык;НОО;Работа с предложением
1;1;54272;37724;Русский язык;НОО;Орфография
1;1;54273;54272;Русский язык;НОО;Раздельное написание слов
1;1;54274;54272;Русский язык;НОО;Обозначение гласных после щипящих (ча-ща, чу-щу, жи-ши)
1;1;54276;54272;Русский язык;НОО;Прописная (заглавная) буква в начале предложения
1;1;54277;54272;Русский язык;НОО;Прописная (заглавная) буква в именах собственных
1;1;54278;54272;Русский язык;НОО;Перенос слов по слогам без стечения согласных
1;1;54281;37837;Русский язык;НОО;Пробел между словами
1;1;54282;37837;Русский язык;НОО;Знак переноса
1;1;54283;37837;Русский язык;НОО;Абзац
1;1;54288;37850;Русский язык;НОО;Суффиксы и приставки
1;1;54290;54288;Русский язык;НОО;Образование слов с помощью суффиксов
1;1;54291;54288;Русский язык;НОО;Образование слов с помощью приставок
1;1;54292;37851;Русский язык;НОО;Морфемный анализ слова
1;1;54301;37798;Русский язык;НОО;изложения выборочные
1;1;54962;53725;Русский язык;НОО;Синтаксический разбор предложения
1;1;54963;37940;Русский язык;НОО;Безошибочное списывание текста (80-90 слов)
1;1;54964;37940;Русский язык;НОО;Написание текста под диктовку (75-80 слов)
1;1;54965;37940;Русский язык;НОО;Нахождение ошибок ( орф. и пункт.)
1;1;54966;37940;Русский язык;НОО;Подбор примеров с орфограммой
1;1;54967;37785;Русский язык;НОО;Пересказ текста от другого лица
1;1;54968;37785;Русский язык;НОО;Подробный пересказ текста
1;1;54969;37785;Русский язык;НОО;Выборочный пересказ текста
1;1;54970;37785;Русский язык;НОО;Коррекция текста
1;1;54971;37785;Русский язык;НОО;Нормы речевого этикета при интерактивном взаимодействии
1;1;54972;37785;Русский язык;НОО;Анализ текста по алгоритму
1;1;54975;37806;Русский язык;НОО;Нормы русского и родного литературного языка
1;1;54976;37806;Русский язык;НОО;Использование словарей при сомнении в правильности произношения
1;1;55021;37864;Русский язык;НОО;Родительный падеж им. сущ.
1;1;55022;37864;Русский язык;НОО;Дательный падеж им. сущ.
1;1;55023;37864;Русский язык;НОО;Винительный падеж им. сущ.
1;1;55024;37864;Русский язык;НОО;Творительный падеж им. сущ.
1;1;55025;37864;Русский язык;НОО;Предложный падеж им. сущ.
1;1;55026;37864;Русский язык;НОО;2 скл. им. сущ.
1;1;55030;37864;Русский язык;НОО;3 скл. им. сущ.
1;1;55032;37864;Русский язык;НОО;Женский род им. сущ.
1;1;55033;37864;Русский язык;НОО;Средний род им. сущ.
1;1;55034;37876;Русский язык;НОО;женский род им. прил.
1;1;55035;37876;Русский язык;НОО;средний род им. прил.
1;2;36520;;Русский язык;ООО;
1;2;36522;36520;Русский язык;ООО;Речь
1;2;36523;36522;Русский язык;ООО;Различия языка и речи
1;2;36526;36522;Русский язык;ООО;Речевое общение
1;2;36528;36522;Русский язык;ООО;Устная и письменная речь
1;2;36531;36522;Русский язык;ООО;Устные и письменные тексты
1;2;36533;36522;Русский язык;ООО;Основные особенности разговорной речи
1;2;36535;36522;Русский язык;ООО;Основные особенности функциональных стилей
1;2;36536;36535;Русский язык;ООО;Научный стиль
1;2;36537;36535;Русский язык;ООО;Публицистический стиль
1;2;36538;36535;Русский язык;ООО;Официально-деловой стиль
1;2;36539;36522;Русский язык;ООО;Основные особенности языка художественной литературы
1;2;36541;36522;Русский язык;ООО;Основные жанры разговорного стиля речи
1;2;36543;36541;Русский язык;ООО;Рассказ
1;2;36544;36541;Русский язык;ООО;Беседа
1;2;36545;36541;Русский язык;ООО;Спор
1;2;36546;36522;Русский язык;ООО;Основные жанры научного стиля и устной научной речи
1;2;36549;36546;Русский язык;ООО;Отзыв
1;2;36550;36546;Русский язык;ООО;Выступление
1;2;36551;36546;Русский язык;ООО;Тезисы
1;2;36552;36546;Русский язык;ООО;Доклад
1;2;36553;36546;Русский язык;ООО;Дискуссия
1;2;36554;36546;Русский язык;ООО;Реферат
1;2;36555;36546;Русский язык;ООО;Статья
1;2;36556;36546;Русский язык;ООО;Рецензия
1;2;36557;36522;Русский язык;ООО;Основные жанры публицистического стиля и устной публичной речи
1;2;36560;36557;Русский язык;ООО;Выступление
1;2;36561;36557;Русский язык;ООО;Обсуждение
1;2;36562;36557;Русский язык;ООО;Статья
1;2;36563;36557;Русский язык;ООО;Интервью
1;2;36564;36557;Русский язык;ООО;Очерк
1;2;36565;36522;Русский язык;ООО;Основные жанры официально-делового стиля речи
1;2;36567;36565;Русский язык;ООО;Расписка
1;2;36568;36565;Русский язык;ООО;Заявление
1;2;36569;36565;Русский язык;ООО;Доверенность
1;2;36570;36565;Русский язык;ООО;Резюме
1;2;36571;36522;Русский язык;ООО;Текст как продукт речевой деятельности
1;2;36573;36522;Русский язык;ООО;Формально-смысловое единство и коммуникативная направленность текста
1;2;36575;36522;Русский язык;ООО;Анализ текста
1;2;36576;36575;Русский язык;ООО;Тема
1;2;36577;36575;Русский язык;ООО;Проблема
1;2;36578;36575;Русский язык;ООО;Идея
1;2;36579;36575;Русский язык;ООО;Главная информация
1;2;36580;36575;Русский язык;ООО;Второстепенная информация
1;2;36581;36575;Русский язык;ООО;Избыточная информация
1;2;36582;36575;Русский язык;ООО;Специфика художественного текста
1;2;36583;36575;Русский язык;ООО;Определение принадлежности к функционально-смысловому типу и функциональной разновидности языка
1;2;36584;36522;Русский язык;ООО;Функционально-смысловые типы текста
1;2;36585;36584;Русский язык;ООО;Повествование
1;2;36586;36584;Русский язык;ООО;Описание
1;2;36587;36584;Русский язык;ООО;Рассуждение
1;2;36588;36584;Русский язык;ООО;Тексты смешанного типа
1;2;36589;36522;Русский язык;ООО;Информационная переработка текста
1;2;36591;36589;Русский язык;ООО;План
1;2;36592;36589;Русский язык;ООО;Конспект
1;2;36593;36589;Русский язык;ООО;Аннотация
1;2;36594;36520;Русский язык;ООО;Речевая деятельность
1;2;36595;36594;Русский язык;ООО;Виды речевой деятельности (говорение, аудирование, чтение, письмо)
1;2;36601;36594;Русский язык;ООО;Речевая ситуация и ее компоненты
1;2;36610;36594;Русский язык;ООО;Речевой акт и его разновидности
1;2;36612;36610;Русский язык;ООО;Сообщения
1;2;36613;36610;Русский язык;ООО;Побуждения
1;2;36614;36610;Русский язык;ООО;Вопросы
1;2;36615;36610;Русский язык;ООО;Объявления
1;2;36616;36610;Русский язык;ООО;Выражения эмоций
1;2;36617;36610;Русский язык;ООО;Выражения речевого этикета
1;2;36618;36594;Русский язык;ООО;Формы речи
1;2;36619;36618;Русский язык;ООО;Монолог
1;2;36622;36618;Русский язык;ООО;Диалог
1;2;36624;36622;Русский язык;ООО;Этикетный диалог
1;2;36625;36622;Русский язык;ООО;Диалог-расспрос
1;2;36626;36622;Русский язык;ООО;Диалог-побуждение
1;2;36627;36622;Русский язык;ООО;Диалог – обмен мнениями
1;2;36628;36622;Русский язык;ООО;Диалог смешанного типа
1;2;36629;36618;Русский язык;ООО;Полилог
1;2;36631;36629;Русский язык;ООО;Беседа
1;2;36632;36629;Русский язык;ООО;Обсуждение
1;2;36633;36629;Русский язык;ООО;Дискуссия
1;2;36634;36594;Русский язык;ООО;Понимание устной и письменной речи
1;2;36636;36594;Русский язык;ООО;Виды чтения
1;2;36637;36636;Русский язык;ООО;Ознакомительное чтение
1;2;36638;36636;Русский язык;ООО;Изучающее чтение
1;2;36639;36636;Русский язык;ООО;Просмотровое чтение
1;2;36640;36636;Русский язык;ООО;Приемы работы с учебной книгой
1;2;36641;36594;Русский язык;ООО;Приемы работы с информационными источниками, включая СМИ и ресурсы Интернета
1;2;36643;36594;Русский язык;ООО;Создание устных высказываний разной коммуникативной направленности  в зависимости от сферы и ситуации общения
1;2;36645;36594;Русский язык;ООО;Изложение содержания прослушанного или прочитанного текста
1;2;36646;36645;Русский язык;ООО;Подробное изложение
1;2;36647;36645;Русский язык;ООО;Сжатое изложение
1;2;36648;36645;Русский язык;ООО;Выборочное изложение
1;2;36649;36594;Русский язык;ООО;Написание сочинений, писем, текстов иных жанров
1;2;36650;36649;Русский язык;ООО;Отзыв
1;2;36651;36649;Русский язык;ООО;Письмо
1;2;36652;36649;Русский язык;ООО;Расписка
1;2;36653;36649;Русский язык;ООО;Заявление
1;2;36654;36649;Русский язык;ООО;Сочинение
1;2;36655;36520;Русский язык;ООО;Культура речи
1;2;36656;36655;Русский язык;ООО;Аспекты культуры речи
1;2;36663;36655;Русский язык;ООО;Языковая норма
1;2;36666;36655;Русский язык;ООО;Основные виды норм русского литературного языка
1;2;36667;36666;Русский язык;ООО;Орфоэпические нормы
1;2;36668;36666;Русский язык;ООО;Лексические нормы
1;2;36669;36666;Русский язык;ООО;Грамматические нормы
1;2;36670;36666;Русский язык;ООО;Стилистические нормы
1;2;36671;36666;Русский язык;ООО;Орфографические нормы
1;2;36672;36666;Русский язык;ООО;Пунктуационные нормы
1;2;36673;36666;Русский язык;ООО;Вариативность нормы
1;2;36674;36655;Русский язык;ООО;Оценивание правильности, коммуникативных качеств и эффективности речи
1;2;36681;36655;Русский язык;ООО;Речевой этикет
1;2;36683;36655;Русский язык;ООО;Лингво-культурные нормы речевого поведения
1;2;36685;36683;Русский язык;ООО;Ситуации формального общения
1;2;36686;36683;Русский язык;ООО;Ситуации неформального общения
1;2;36687;36683;Русский язык;ООО;Межкультурная коммуникация
1;2;36688;36683;Русский язык;ООО;Невербальные средства общения
1;2;36689;36520;Русский язык;ООО;Язык. Основные разделы науки о языке
1;2;36690;36689;Русский язык;ООО;Общие сведения о языке
1;2;36691;36690;Русский язык;ООО;Русский язык как общественное явление
1;2;36699;36690;Русский язык;ООО;Формы функционирования современного русского языка
1;2;36700;36699;Русский язык;ООО;Литературный язык
1;2;36701;36699;Русский язык;ООО;Территориальные диалекты
1;2;36702;36699;Русский язык;ООО;Просторечие
1;2;36703;36699;Русский язык;ООО;Профессиональные разновидности, жаргон
1;2;36704;36690;Русский язык;ООО;Взаимосвязь языка и культуры
1;2;36706;36704;Русский язык;ООО;Отражение в языке культуры и истории народа
1;2;36707;36704;Русский язык;ООО;Взаимообогащение языков народов России
1;2;36711;36704;Русский язык;ООО;Пословицы, поговорки
